Protocol,Packet Length,Packet Type,Traffic Type,Malware Indicators,Anomaly Scores,Alerts/Warnings,Attack Signature,Action Taken,Severity Level,Network Segment,Log Source,Attack Type
0,12.48,0,1,0,0.4619,0,1,1,0,2,1,1
0,13.08,1,0,0,0.3604,1,0,1,1,1,0,2
0,12.65,1,1,0,0.9052,1,0,1,1,0,0,2
0,3.45,0,2,1,0.7993000000000001,0,0,2,2,1,1,1
2,14.86,0,2,0,0.3895,1,0,2,0,1,1,0
1,12.07,0,1,1,0.9223,1,1,1,1,0,0,2
2,13.99,0,2,0,0.49450000000000005,0,1,2,1,2,1,2
0,4.14,1,0,1,0.7363,1,0,0,2,2,0,0
1,3.17,1,2,0,0.3042,1,0,2,2,0,0,0
1,1.85,1,1,0,0.1223,1,0,2,2,1,0,0
0,11.38,1,0,1,0.1449,1,0,2,0,2,0,0
2,7.1,1,0,0,0.41259999999999997,1,1,0,0,2,0,0
2,2.05,1,1,1,0.9222,1,1,0,1,0,0,1
0,11.25,1,2,1,0.8501000000000001,0,1,2,1,0,0,0
2,11.42,0,2,0,0.7428,0,0,2,2,1,1,0
0,13.03,0,2,1,0.6633,0,1,1,2,2,0,0
0,4.17,1,0,0,0.33509999999999995,1,1,2,0,2,1,0
0,1.19,0,0,0,0.456,0,0,0,2,2,0,2
1,8.46,0,1,0,0.10310000000000001,0,1,1,0,1,1,2
0,4.66,0,1,1,0.3471,1,0,2,1,2,1,1
1,2.09,0,1,0,0.2659,0,0,2,0,2,1,0
0,1.98,1,0,0,0.5992000000000001,1,1,0,1,1,0,1
2,10.45,1,0,1,0.366,1,0,0,1,2,1,2
0,3.71,0,1,1,0.9719,0,0,1,2,0,0,1
1,4.51,1,2,1,0.3131,1,0,1,0,1,0,0
0,5.31,1,0,1,0.4242,0,0,2,2,2,0,0
0,13.41,1,1,0,0.8251999999999999,0,0,1,1,0,0,2
2,12.51,1,0,0,0.4105,0,0,1,1,1,0,1
0,11.19,1,1,1,0.38549999999999995,0,0,2,1,1,0,1
0,3.8,1,0,1,0.5774,1,0,0,2,1,1,1
1,1.76,0,2,1,0.3003,0,1,2,2,1,0,1
0,3.93,0,0,1,0.3042,0,1,1,2,1,0,2
2,14.75,0,0,1,0.5044,0,0,2,1,0,1,2
2,13.82,1,2,0,0.8193,0,1,1,1,0,1,2
2,10.53,1,1,0,0.17920000000000003,0,1,1,2,2,0,2
2,7.1,0,2,1,0.8852,1,1,1,2,0,1,0
2,4.56,1,0,0,0.20370000000000002,1,0,1,1,0,1,2
2,12.88,1,0,1,0.6446999999999999,1,1,1,2,2,1,0
0,10.96,0,0,0,0.4521,1,1,2,2,0,0,0
1,13.75,1,0,0,0.0711,1,0,2,0,1,0,2
0,9.47,1,0,1,0.0726,0,1,2,0,2,0,1
0,12.96,0,0,1,0.0356,1,1,2,0,0,1,0
0,3.94,1,0,0,0.0712,0,1,1,2,2,1,2
2,11.27,0,2,1,0.0509,0,1,1,1,2,1,1
2,1.35,0,1,0,0.8271999999999999,0,0,1,2,0,0,0
0,13.74,1,2,0,0.7023999999999999,1,0,2,1,0,0,1
0,14.44,0,0,0,0.1414,1,1,2,1,0,0,0
0,9.91,0,1,1,0.7694,1,0,2,2,0,1,2
2,3.82,0,0,0,0.3331,0,1,1,2,0,1,1
1,14.53,1,1,1,0.8606999999999999,1,0,0,1,1,1,1
1,6.28,1,1,1,0.6074,1,1,2,2,1,1,0
2,5.35,0,1,1,0.015600000000000001,1,0,0,2,2,1,1
1,1.78,1,1,1,0.16870000000000002,1,0,1,0,2,1,2
0,10.65,1,1,0,0.39649999999999996,0,0,2,0,2,1,2
2,6.42,0,1,0,0.667,0,1,1,1,0,1,1
1,5.57,1,1,1,0.8231999999999999,0,0,1,2,0,0,0
2,7.83,1,0,1,0.7287,0,0,1,1,2,0,0
1,11.6,0,0,1,0.912,1,0,0,1,1,0,1
0,10.12,0,2,1,0.4425,0,0,2,1,2,1,1
0,1.05,0,1,0,0.7606999999999999,1,1,1,2,0,1,0
1,5.93,1,2,0,0.7399,0,0,2,0,1,0,1
0,13.65,1,1,0,0.6084,0,1,1,2,1,1,2
1,3.28,1,1,1,0.4386,0,0,2,2,0,1,0
1,5.63,0,0,1,0.6633,1,0,0,2,0,1,1
2,1.49,1,2,0,0.5668,1,0,1,1,2,1,0
1,4.56,1,2,1,0.99,0,1,1,0,2,0,1
1,6.82,0,1,1,0.9431999999999999,1,0,1,0,0,1,2
0,4.84,0,2,0,0.6077,1,1,1,1,1,1,0
1,1.76,1,2,0,0.7552,1,1,2,2,0,1,2
2,2.29,1,1,0,0.2668,1,0,1,1,1,0,1
1,7.52,1,0,0,0.5657,1,0,0,1,1,0,1
2,7.52,1,0,0,0.6747,1,1,1,0,2,1,2
2,1.24,0,0,1,0.49,1,0,2,0,1,0,1
0,3.11,1,0,0,0.7633,1,0,2,0,2,1,2
2,7.51,0,0,0,0.5785,1,0,0,2,2,0,2
0,10.94,1,0,0,0.3845,0,0,1,0,2,1,0
0,3.72,1,2,1,0.5864,1,1,1,1,2,1,1
2,13.28,1,1,0,0.9440000000000001,1,1,1,1,2,1,0
2,9.23,0,0,1,0.9775,1,0,2,0,2,0,2
1,10.38,0,2,0,0.33159999999999995,0,0,0,1,1,1,2
0,10.93,1,2,1,0.1072,0,0,2,2,0,0,0
0,12.65,1,0,1,0.685,1,0,2,0,2,1,2
1,9.98,1,0,1,0.08650000000000001,0,0,2,0,2,0,2
2,13.53,0,2,1,0.20679999999999998,0,0,2,1,0,0,0
1,2.72,1,0,0,0.7065,1,0,2,0,0,1,2
1,14.31,0,2,0,0.5925,0,0,0,1,2,0,1
0,11.97,0,0,0,0.6535,0,0,2,0,1,1,0
2,11.22,0,2,0,0.4729,0,1,0,0,2,0,2
2,13.3,1,0,1,0.6545000000000001,0,1,0,2,1,0,0
1,12.49,1,0,0,0.4113,1,1,2,0,1,0,1
1,11.35,0,2,1,0.3542,0,1,1,0,1,0,1
0,13.13,1,1,1,0.156,1,1,2,0,1,0,0
1,3.78,1,0,0,0.8618000000000001,1,0,0,1,0,0,1
1,9.54,1,1,0,0.8590000000000001,0,0,1,0,1,1,1
0,9.18,0,1,0,0.0322,1,1,1,1,2,0,0
0,7.73,0,0,1,0.10710000000000001,0,0,0,0,1,0,0
2,14.73,1,1,1,0.2768,0,1,0,2,1,0,1
2,10.04,0,0,1,0.741,0,1,0,2,1,0,2
2,7.15,0,2,0,0.059000000000000004,1,1,0,2,0,0,0
2,3.57,0,2,1,0.8261,0,0,1,1,2,0,0
0,6.32,1,1,0,0.0115,0,1,2,0,1,0,1
0,0.68,1,0,0,0.5675,1,0,2,1,1,1,1
2,6.29,0,0,1,0.1912,0,1,2,1,2,1,0
1,12.34,1,2,1,0.1202,0,0,2,1,0,1,2
2,3.63,0,0,1,0.0226,0,1,0,0,2,0,0
1,5.8,1,0,1,0.24420000000000003,0,1,1,2,1,0,2
1,13.71,1,1,1,0.5421,0,1,1,1,0,0,2
1,4.61,0,2,1,0.4743,0,0,1,2,0,1,2
2,14.51,0,2,0,0.9798,1,0,1,0,2,1,0
1,4.51,1,1,1,0.6739,0,1,1,0,1,0,1
1,3.03,1,2,0,0.654,1,1,0,2,1,0,0
0,13.89,0,2,1,0.1162,1,0,2,1,1,1,0
0,3.58,0,1,0,0.6636,1,1,2,2,1,1,2
0,0.96,1,2,1,0.9797,1,0,1,0,0,0,2
0,0.66,0,2,1,0.5548,0,1,0,0,2,0,2
0,10.27,0,1,0,0.7238,0,1,0,1,0,1,0
0,11.89,1,0,1,0.4746,1,0,0,1,2,0,1
0,11.17,0,1,1,0.8131999999999999,1,1,0,2,1,1,1
0,8.21,1,0,1,0.7587999999999999,0,1,1,2,0,1,1
0,3.3,1,1,0,0.3848,0,1,1,2,1,1,2
0,4.58,1,1,1,0.6515000000000001,1,1,1,1,0,0,1
2,13.38,0,0,1,0.8547,1,0,2,0,1,1,2
1,12.95,1,1,1,0.23920000000000002,1,1,1,1,0,0,0
0,2.04,1,0,1,0.7812,1,1,2,1,1,1,2
1,6.53,0,2,0,0.09630000000000001,1,0,1,2,2,0,2
0,10.4,1,1,0,0.12050000000000001,0,0,1,1,0,1,0
2,9.49,0,0,1,0.8617,0,1,0,0,2,0,0
2,6.65,1,2,1,0.12140000000000001,0,1,2,0,0,1,2
1,5.34,0,0,0,0.3544,0,0,0,0,1,0,2
2,3.06,0,1,1,0.6107,0,0,2,2,0,0,0
2,10.91,0,0,0,0.7456999999999999,0,1,1,2,0,1,1
0,11.38,1,1,1,0.7064,1,0,1,0,0,0,1
1,3.27,1,2,1,0.9925,1,0,2,2,2,0,0
1,9.22,0,2,0,0.2925,0,1,0,1,0,0,1
1,4.86,1,0,1,0.0421,0,0,2,1,0,1,0
1,9.29,0,2,0,0.5895,1,0,0,2,0,0,0
1,8.59,0,1,1,0.8684000000000001,0,0,1,1,2,1,2
0,4.2,0,2,0,0.4071,1,1,2,2,1,0,2
2,3.36,0,1,0,0.0964,1,0,1,2,1,0,2
0,5.61,0,0,0,0.11539999999999999,0,1,2,2,1,1,2
0,13.14,0,0,0,0.1837,1,1,0,2,0,0,0
0,6.06,1,2,0,0.4202,0,1,1,0,0,1,0
1,12.6,1,0,1,0.8277,0,0,1,2,1,0,2
1,5.4,1,2,1,0.6232,0,1,2,1,2,0,2
2,7.67,0,0,1,0.6972,0,0,2,2,2,1,0
1,12.79,0,2,0,0.2832,1,1,2,0,1,1,2
1,2.08,0,0,1,0.6714,1,1,2,1,0,1,2
0,12.07,0,2,0,0.11869999999999999,0,0,1,0,2,1,1
2,8.47,0,2,1,0.38280000000000003,0,0,1,2,0,1,1
0,4.35,0,2,0,0.13390000000000002,0,1,0,1,2,0,1
2,5.22,0,0,1,0.5062,0,1,0,2,2,0,0
2,11.27,0,1,0,0.705,0,1,2,1,2,0,2
0,7.47,1,0,0,0.9275,0,1,1,0,0,0,2
2,14.84,1,0,0,0.5196000000000001,1,0,2,2,0,0,1
2,2.21,1,1,0,0.41479999999999995,0,1,1,0,1,1,2
1,2.75,0,2,1,0.17309999999999998,1,1,0,0,0,0,2
0,8.23,0,2,1,0.49310000000000004,0,0,2,0,2,0,0
0,5.32,1,2,1,0.1305,0,0,1,1,2,1,1
2,9.04,0,0,1,0.7812,0,0,1,0,1,1,1
1,12.9,1,0,1,0.5664,0,0,0,1,1,1,2
1,14.02,1,2,0,0.4028,1,0,2,2,2,1,2
1,7.49,1,2,0,0.3009,1,0,1,2,1,1,2
1,5.06,1,0,0,0.1637,1,1,0,1,2,1,1
2,7.09,0,0,0,0.419,1,0,1,0,2,0,1
1,8.93,0,0,1,0.9933,0,1,0,0,1,1,1
0,11.55,1,2,1,0.3068,1,1,1,1,1,1,0
1,7.57,0,0,0,0.5632,0,1,2,2,2,1,1
0,12.3,0,0,0,0.16140000000000002,0,0,0,2,2,0,2
0,3.91,0,0,0,0.8270000000000001,1,1,0,1,2,0,2
1,13.94,0,1,1,0.008100000000000001,1,0,0,2,1,1,0
0,12.85,0,2,0,0.8591,0,1,1,2,0,0,2
1,7.05,1,1,1,0.2727,1,1,0,1,0,1,2
0,2.45,1,2,0,0.1421,1,1,1,0,2,1,0
0,7.22,0,2,1,0.39049999999999996,1,0,1,2,0,1,0
0,6.74,0,1,1,0.1764,1,1,2,1,1,0,0
0,12.48,0,2,0,0.8920999999999999,1,0,0,1,0,1,0
2,11.61,0,1,1,0.7555,0,1,1,1,0,0,0
1,1.17,1,1,1,0.5507,0,0,1,2,2,0,1
2,13.17,1,1,1,0.3425,1,0,0,1,0,1,2
1,8.68,0,1,0,0.7998999999999999,1,0,2,1,0,0,2
2,4.96,0,2,1,0.4439,0,1,2,0,0,0,0
2,13.8,0,0,1,0.1202,1,1,0,2,1,1,2
2,9.6,0,1,0,0.0933,1,0,2,0,1,1,1
1,0.88,1,2,1,0.7767000000000001,1,1,2,0,0,0,2
2,9.15,1,1,1,0.1423,0,1,2,0,1,1,2
0,13.51,1,1,0,0.8140000000000001,1,0,1,2,0,1,1
2,1.23,1,1,1,0.7182999999999999,1,1,0,0,0,1,2
2,3.49,0,1,0,0.2999,0,1,2,0,0,0,0
2,14.97,0,1,1,0.4304,1,0,0,1,2,0,0
2,6.67,1,1,0,0.40159999999999996,1,1,1,2,0,1,0
0,3.7,1,0,1,0.7421,0,1,0,0,0,1,0
2,13.13,1,1,1,0.8781,0,1,1,1,2,0,0
0,2.79,1,2,1,0.9165000000000001,0,0,2,1,1,1,1
2,3.56,1,0,1,0.9858,1,1,2,0,0,1,2
0,10.52,0,2,0,0.0877,1,1,2,2,2,1,1
1,4.41,0,1,0,0.1128,0,0,1,0,0,1,2
0,7.57,1,1,1,0.5254,0,0,1,0,2,1,2
2,2.79,0,0,0,0.0096,1,0,2,1,2,1,1
2,11.75,1,2,1,0.7281,1,1,0,2,1,0,0
1,9.36,1,1,1,0.6248,0,1,1,0,0,1,1
2,12.6,1,2,1,0.8388,0,1,0,0,0,0,0
1,10.08,1,1,0,0.5186999999999999,0,1,1,1,0,1,2
1,5.49,0,1,1,0.2762,1,0,0,1,0,1,0
0,0.82,1,1,0,0.4496,1,0,0,2,2,0,0
2,3.51,0,1,0,0.8276,1,0,0,0,2,1,2
1,3.1,1,1,1,0.2502,1,1,1,2,1,1,0
1,12.0,1,2,0,0.6501,0,0,2,1,2,0,2
2,11.23,1,2,1,0.43060000000000004,0,1,2,2,0,1,1
2,8.36,1,2,0,0.8495999999999999,0,0,2,2,2,1,0
1,2.56,1,2,1,0.1193,0,0,1,0,0,1,0
2,7.92,0,1,0,0.779,0,1,0,0,0,1,1
2,11.71,1,1,0,0.36329999999999996,1,0,0,1,2,0,1
0,10.08,0,0,1,0.5062,1,1,0,0,2,0,0
1,1.64,1,2,1,0.4515,1,1,1,0,0,1,0
1,7.71,1,0,0,0.6503,0,0,0,1,2,0,0
2,12.02,0,1,1,0.7734000000000001,1,0,1,1,2,0,2
0,1.64,0,2,0,0.5089,0,0,2,0,2,0,0
1,11.14,0,0,1,0.0626,1,0,1,2,2,0,2
0,10.58,1,1,1,0.115,0,1,1,0,2,0,0
1,3.15,1,2,0,0.6215999999999999,0,1,0,2,2,1,0
2,14.69,1,0,0,0.8521,0,0,2,2,0,1,0
2,4.34,0,1,1,0.33270000000000005,1,1,1,2,1,1,1
2,7.86,0,0,1,0.23670000000000002,0,1,1,0,1,1,1
0,2.11,1,1,0,0.09849999999999999,1,1,1,2,2,1,1
1,8.58,0,2,0,0.4979,1,1,1,2,2,1,1
0,10.95,1,0,1,0.9692000000000001,1,1,2,0,2,1,1
2,12.85,1,2,1,0.22760000000000002,0,0,2,2,1,0,1
2,4.43,0,2,0,0.3643,0,0,2,0,0,0,0
0,10.17,1,0,1,0.5619,0,1,0,2,2,1,1
1,6.5,0,0,1,0.5539999999999999,1,0,2,1,0,0,2
2,12.93,0,2,0,0.4204,1,1,2,0,1,0,2
0,2.08,0,0,0,0.6181,0,1,2,2,0,0,0
1,11.7,0,0,0,0.73,1,1,1,1,0,0,0
0,8.34,0,2,0,0.0849,1,1,2,1,1,0,0
2,3.07,1,2,0,0.7128,0,0,2,0,1,0,2
0,3.37,0,0,1,0.8053,1,0,2,0,1,0,1
2,2.08,1,2,0,0.0636,1,0,1,1,2,1,2
0,12.31,1,1,1,0.32770000000000005,0,0,2,0,1,0,1
0,6.57,0,2,1,0.5309,1,1,1,0,0,0,0
1,14.55,0,2,0,0.2394,0,1,1,2,2,1,0
2,14.57,1,2,0,0.8719,0,0,2,2,2,0,0
0,12.37,1,1,1,0.1066,0,0,0,0,1,0,0
0,8.82,1,0,1,0.1209,0,0,1,0,2,0,0
2,6.96,1,1,0,0.6177,1,0,0,2,0,1,1
0,13.27,0,0,0,0.3832,0,0,0,0,0,1,0
2,6.65,1,2,0,0.2724,1,1,0,2,1,1,1
1,7.29,1,0,0,0.7506,0,1,2,0,2,0,1
1,7.71,0,0,1,0.2328,0,1,2,0,2,1,2
1,11.93,1,2,1,0.19519999999999998,1,1,2,2,0,1,2
0,6.03,1,1,1,0.5655,0,1,2,0,0,0,0
0,5.65,1,2,0,0.1686,0,0,2,2,2,1,0
1,11.43,0,2,0,0.9506,0,1,1,1,0,1,1
1,3.63,0,0,0,0.8682,1,1,0,0,2,1,1
1,4.14,1,2,1,0.7238,0,1,2,1,2,0,0
1,14.49,1,0,1,0.7711,0,1,1,1,2,1,0
0,7.58,1,0,0,0.7106999999999999,1,1,0,0,2,0,0
0,3.52,0,2,1,0.664,0,1,2,0,2,0,2
0,11.45,0,2,1,0.8876999999999999,1,0,1,2,2,1,1
0,8.54,1,0,0,0.32380000000000003,0,1,0,2,2,0,2
2,1.09,1,0,0,0.7153,1,0,2,0,1,0,0
0,5.31,1,0,0,0.20850000000000002,1,1,2,1,0,0,2
1,9.18,1,2,0,0.4819,1,0,1,1,0,0,1
1,12.05,0,2,1,0.8649,1,1,0,0,1,0,1
2,9.52,1,0,1,0.8167,1,0,0,2,2,0,0
0,6.72,0,2,0,0.6678000000000001,1,0,0,0,1,1,1
2,8.57,1,0,0,0.6647,1,1,2,0,2,0,2
0,5.94,1,0,0,0.8478,1,0,2,0,0,0,0
1,3.42,0,1,0,0.8572,0,1,0,2,1,1,2
2,13.78,0,1,0,0.782,1,0,1,0,2,0,2
0,2.1,0,1,0,0.271,1,0,1,1,2,0,1
0,12.97,0,1,0,0.5213,0,1,1,1,0,1,2
1,9.57,1,1,0,0.5357,1,0,2,2,0,1,0
2,7.39,0,1,1,0.5848,1,0,0,0,1,1,0
2,10.32,0,0,0,0.5884,0,0,2,1,1,0,2
2,9.73,1,2,0,0.4472,0,1,1,1,1,0,0
1,5.49,1,2,0,0.4311,0,0,2,1,0,0,2
2,14.86,1,0,1,0.1446,0,0,2,1,1,1,0
1,5.94,1,0,0,0.7284999999999999,1,1,2,2,2,1,0
1,2.8,1,0,0,0.653,1,0,2,1,0,0,2
2,12.61,0,0,1,0.2692,0,0,1,0,1,0,0
0,6.35,1,0,0,0.9578,1,0,2,2,1,1,2
1,11.11,1,0,1,0.7748999999999999,0,0,2,2,2,0,0
1,0.78,0,2,0,0.9809,1,1,1,2,2,0,0
2,12.31,0,2,0,0.1444,1,0,0,1,0,1,0
2,12.47,1,1,0,0.2076,0,1,0,1,0,1,1
1,4.67,0,0,1,0.0281,1,1,0,1,0,0,0
1,9.82,0,1,0,0.5882000000000001,1,0,2,2,2,0,0
0,11.46,0,2,0,0.574,1,1,2,0,2,1,1
0,0.91,0,2,1,0.4371,1,1,1,2,1,0,1
2,13.52,1,2,1,0.473,0,0,2,2,1,0,2
2,13.71,0,1,0,0.9898,1,1,1,0,0,1,1
2,8.99,0,1,0,0.16260000000000002,1,0,1,0,1,0,0
1,1.57,0,2,0,0.9995,0,1,1,2,1,0,0
0,13.52,1,2,0,0.9828,0,0,0,1,0,1,1
2,12.77,1,2,0,0.8295,0,1,1,2,0,0,1
2,10.72,0,2,1,0.9262999999999999,1,1,2,1,2,0,0
2,12.62,0,2,0,0.3298,0,1,1,1,0,0,2
0,3.17,1,0,0,0.0883,0,1,1,1,2,1,1
0,8.74,1,2,0,0.0947,1,0,1,1,1,0,2
0,9.15,1,0,0,0.5766,0,0,2,1,2,1,1
1,11.9,1,1,0,0.7418,0,1,2,1,2,1,1
1,11.11,0,0,1,0.6372,0,0,2,2,2,1,0
0,6.71,1,2,1,0.298,1,0,2,1,0,0,1
1,13.58,1,2,0,0.30510000000000004,0,1,2,0,2,1,1
0,10.4,0,1,0,0.5794,0,0,2,2,1,1,0
0,1.48,1,0,0,0.4361,1,0,1,0,1,0,1
0,12.21,1,1,0,0.47100000000000003,1,0,1,0,1,1,2
0,4.22,0,2,1,0.1048,1,0,1,0,0,0,1
0,5.92,0,1,0,0.3041,0,0,0,0,1,1,2
1,7.91,0,1,1,0.2069,0,1,1,1,2,1,1
0,1.59,0,2,0,0.7707999999999999,1,1,1,2,1,1,0
2,12.78,1,0,0,0.5819,1,1,0,1,1,1,2
0,12.13,1,0,0,0.09029999999999999,0,0,0,0,1,1,1
2,4.04,0,1,1,0.5178,1,1,2,0,0,0,1
1,10.8,1,0,0,0.7306,0,1,0,2,0,1,2
1,10.05,0,0,1,0.8169,1,1,2,0,1,1,2
2,3.11,0,2,0,0.7041,0,1,2,2,2,1,0
0,11.14,1,2,0,0.8681,0,1,1,2,1,1,2
1,10.2,1,0,1,0.7547,0,1,0,1,2,1,0
1,13.82,0,1,1,0.9148000000000001,0,0,1,0,1,0,0
1,9.41,0,1,1,0.028300000000000002,1,0,0,1,0,1,2
1,13.58,0,2,0,0.474,0,1,1,1,2,0,0
1,10.55,1,1,1,0.275,0,1,1,2,0,1,1
0,14.24,0,1,1,0.084,1,1,1,2,0,1,2
0,13.67,0,1,0,0.8323999999999999,0,1,0,1,1,0,0
0,6.11,1,1,1,0.9125,1,1,2,0,0,1,1
0,0.68,0,1,1,0.20309999999999997,0,0,1,1,0,1,2
0,5.54,0,1,0,0.1457,1,1,2,1,2,0,2
0,14.96,1,0,0,0.5574,1,1,1,2,2,0,0
2,3.49,0,0,0,0.8508,1,1,1,0,2,1,1
1,3.51,0,0,0,0.050300000000000004,0,0,2,0,0,1,0
2,0.66,1,0,0,0.4201,1,1,0,2,1,1,0
1,5.12,0,2,1,0.6743000000000001,1,1,2,1,2,1,1
2,4.65,0,2,1,0.6657,0,0,1,2,0,1,2
2,5.32,0,2,1,0.6408,1,1,2,1,2,0,1
1,11.08,1,1,0,0.5433,1,1,1,2,1,0,0
2,2.78,0,1,1,0.8351999999999999,0,1,1,1,0,0,1
0,2.84,1,2,1,0.821,1,1,1,0,0,0,0
0,6.04,0,1,0,0.15039999999999998,0,1,2,0,1,0,2
2,11.18,1,1,1,0.2609,0,1,0,1,2,1,1
1,2.75,1,2,1,0.8366,1,0,2,2,0,1,1
2,13.15,0,1,1,0.5515,0,1,2,2,2,1,2
1,3.01,0,0,0,0.611,1,0,1,2,1,1,2
2,13.83,0,1,0,0.6322,0,1,2,0,0,0,0
1,8.49,0,0,1,0.48450000000000004,1,0,0,2,1,1,1
0,5.0,0,1,0,0.07719999999999999,0,0,1,0,0,1,1
0,11.47,0,1,1,0.3542,0,1,1,1,1,1,2
2,11.16,0,0,1,0.5503,0,1,1,0,0,0,1
0,12.04,0,2,1,0.8602,1,1,2,0,0,0,1
2,8.66,0,2,0,0.8342,0,1,2,1,0,0,2
1,1.78,1,0,0,0.41090000000000004,1,0,0,2,1,0,2
0,4.29,0,1,1,0.3671,0,0,1,0,0,1,1
0,11.77,1,2,1,0.029900000000000003,0,1,0,2,1,1,2
1,9.19,0,2,0,0.22399999999999998,1,0,0,1,0,0,2
1,3.05,1,1,1,0.294,0,0,1,2,0,1,0
1,12.56,1,2,1,0.4975,1,0,0,0,0,0,2
0,12.27,0,0,1,0.23670000000000002,0,0,1,0,2,1,0
2,7.09,0,1,0,0.6769,0,0,1,0,2,1,1
2,4.12,1,1,1,0.941,0,1,0,0,0,1,1
1,6.91,0,0,1,0.2746,0,1,2,2,2,0,2
0,14.1,0,1,1,0.0467,1,0,1,0,1,0,2
1,12.99,1,1,1,0.2279,1,0,0,1,0,1,2
2,12.98,1,0,0,0.8762000000000001,1,1,0,0,2,1,0
0,2.81,0,1,1,0.6947,0,1,0,2,2,1,1
0,4.74,1,0,1,0.18309999999999998,1,0,2,0,2,0,2
2,9.31,0,0,1,0.9401,0,0,2,2,1,1,0
0,2.84,1,2,0,0.3492,0,1,2,1,2,1,2
2,3.43,1,2,0,0.387,0,0,1,2,2,1,2
1,11.71,1,2,1,0.691,0,0,0,0,0,1,2
0,10.71,1,1,0,0.7451000000000001,1,0,0,2,2,0,2
1,3.68,1,1,1,0.34090000000000004,0,0,1,0,0,1,1
1,1.22,1,0,1,0.3657,1,0,1,0,1,1,1
1,10.81,0,2,1,0.3823,1,0,1,1,0,0,1
1,4.77,1,0,0,0.8953,1,0,0,2,1,0,0
2,11.27,1,2,0,0.6673,0,1,2,2,1,0,1
2,3.9,0,1,0,0.8647,0,1,1,0,2,0,0
2,13.12,1,0,0,0.0206,1,0,0,1,0,0,1
0,13.05,1,2,0,0.4827,1,0,0,0,1,0,2
2,7.54,0,2,1,0.2595,0,0,0,2,1,0,1
1,8.96,0,2,0,0.9357,1,1,2,0,2,0,1
1,7.86,1,1,0,0.3996,1,0,1,0,1,0,2
1,4.16,0,0,0,0.32020000000000004,0,0,0,1,0,1,1
1,2.11,1,0,0,0.34990000000000004,0,1,1,0,1,0,2
0,2.27,1,1,0,0.8841,0,1,1,1,2,0,1
0,1.98,1,2,0,0.6011,1,1,1,2,0,1,2
0,7.33,0,1,0,0.6854,0,1,2,2,2,0,1
2,6.91,0,0,1,0.649,1,1,2,0,2,1,1
1,5.34,1,1,1,0.5134000000000001,0,1,1,1,2,1,2
1,6.71,0,1,0,0.5356000000000001,1,1,1,0,2,0,2
0,1.33,1,0,0,0.9140999999999999,1,0,0,2,1,0,0
2,11.84,1,2,1,0.65,1,1,1,2,0,0,1
0,11.7,0,0,1,0.5876,0,0,0,0,0,1,1
2,3.3,0,1,0,0.1272,1,1,1,0,1,0,0
0,9.2,0,0,1,0.6167,0,0,1,1,2,1,0
0,10.01,0,1,0,0.2353,1,0,0,2,0,1,2
2,11.22,0,1,1,0.8622,1,1,1,2,2,0,2
1,14.82,0,0,1,0.9070999999999999,1,1,1,2,2,1,0
2,9.78,0,2,1,0.6106,1,0,1,0,1,0,0
1,1.18,1,2,1,0.11320000000000001,0,1,0,1,0,0,0
1,1.33,1,1,1,0.5549000000000001,1,1,1,2,0,1,1
2,12.3,0,0,1,0.2548,1,1,1,1,1,0,1
1,8.98,0,2,1,0.7376999999999999,0,0,1,2,1,0,2
1,1.38,0,2,0,0.9349,1,0,0,1,1,0,1
0,9.74,1,0,0,0.5966,1,0,1,1,1,0,1
1,3.88,0,0,0,0.9190999999999999,1,1,0,2,0,0,0
0,11.88,1,1,1,0.0765,0,1,0,1,1,1,0
0,11.41,0,2,1,0.3148,1,1,0,0,2,1,2
2,8.28,1,1,0,0.0653,1,1,1,1,2,1,0
1,8.51,1,0,0,0.0943,0,1,2,0,1,0,0
2,11.32,0,0,1,0.8295,0,1,0,0,1,0,1
2,4.34,1,2,1,0.7339,0,1,1,1,1,0,0
1,7.76,0,1,0,0.9619,1,1,0,0,1,0,0
2,1.78,1,1,0,0.1448,1,0,1,2,0,1,1
1,5.66,0,1,0,0.9048,0,0,0,1,1,0,0
2,6.67,1,1,0,0.8445999999999999,0,1,0,0,1,1,1
1,2.12,1,1,1,0.08990000000000001,0,0,1,0,1,1,0
2,14.22,1,0,1,0.35259999999999997,1,0,0,0,2,1,2
2,13.3,1,2,0,0.9526,1,0,0,0,0,1,1
1,12.2,1,0,1,0.7394,0,0,2,2,2,0,2
2,3.68,1,0,0,0.0663,1,1,2,0,0,0,1
2,7.7,1,0,1,0.6086,1,0,1,0,1,0,1
1,1.61,1,0,0,0.1325,0,1,1,2,1,1,0
2,7.08,0,1,0,0.8136,0,1,1,2,2,1,0
1,3.65,1,2,0,0.6107,0,0,0,0,0,1,2
2,2.84,1,1,0,0.6033,1,0,1,0,1,0,1
1,3.98,0,2,0,0.6837000000000001,0,0,1,1,0,1,1
0,3.95,1,1,1,0.0089,1,1,2,1,1,0,2
2,11.89,0,1,1,0.2426,0,1,0,2,1,0,0
0,8.17,1,1,0,0.3354,0,1,2,0,1,1,0
2,10.1,1,2,0,0.7669,0,1,2,2,2,1,0
1,1.65,1,2,1,0.2097,0,0,0,0,2,1,2
1,14.12,1,0,1,0.1182,0,1,0,2,1,1,0
1,3.92,1,0,0,0.7055,1,1,2,2,0,1,0
2,4.72,1,0,0,0.5262,0,1,1,1,1,0,2
